day,tick,v7_total,v7_pepper,v7_osmium,v8_total,v8_pepper,v8_osmium
-1,604000,32931,31115,1816,49467,47651,1816
-1,605000,32945,31078,1867,49478,47611,1867
-1,606000,33145,31263,1882,49693,47811,1882
-1,607000,33093,31226,1867,49638,47771,1867
-1,608000,33276,31384,1892,49863,47971,1892
-1,609000,33746,31830,1916,50447,48531,1916
-1,610000,33344,31427,1917,49928,48011,1917
-1,611000,33444,31582,1862,50073,48211,1862
-1,612000,33605,31644,1961,50252,48291,1961
-1,613000,33889,31851,2038,50529,48491,2038
-1,614000,34091,31921,2170,50741,48571,2170
-1,615000,33438,31466,1972,50023,48051,1972
-1,616000,33950,31956,1994,50605,48611,1994
-1,617000,34087,32137,1950,50761,48811,1950
-1,618000,33625,31708,1917,50208,48291,1917
-1,619000,34148,32170,1978,50830,48851,1978
-1,620000,34201,32236,1965,50896,48931,1965
-1,621000,34159,32221,1938,50829,48891,1938
-1,622000,34407,32469,1938,51149,49211,1938
-1,623000,34457,32438,2019,51190,49171,2019
-1,624000,34509,32500,2009,51260,49251,2009
-1,625000,34527,32562,1965,51296,49331,1965
-1,626000,34501,32624,1877,51288,49411,1877
-1,627000,34744,32779,1965,51576,49611,1965
-1,628000,34705,32762,1943,51514,49571,1943
-1,629000,34782,32817,1965,51616,49651,1965
-1,630000,34717,32807,1910,51521,49611,1910
-1,631000,34878,32957,1921,51732,49811,1921
-1,632000,34960,33017,1943,51834,49891,1943
-1,633000,34900,32957,1943,51754,49811,1943
-1,634000,35069,33137,1932,51983,50051,1932
-1,635000,35056,33124,1932,51943,50011,1932
-1,636000,35354,33344,2009,52340,50331,2009
-1,637000,35244,33234,2009,52180,50171,2009
-1,638000,35425,33372,2053,52424,50371,2053
-1,639000,35414,33427,1987,52438,50451,1987
-1,640000,35458,33482,1976,52507,50531,1976
-1,641000,35578,33537,2041,52652,50611,2041
-1,642000,35726,33674,2052,52863,50811,2052
-1,643000,35298,33290,2008,52259,50251,2008
-1,644000,35739,33732,2007,52858,50851,2007
-1,645000,35885,33884,2000,53052,51051,2000
-1,646000,35842,33854,1988,52999,51011,1988
-1,647000,36004,34006,1997,53208,51211,1997
-1,648000,35974,33976,1998,53168,51171,1998
-1,649000,35944,33946,1998,53129,51131,1998
-1,650000,36095,34098,1997,53328,51331,1997
-1,651000,36154,34159,1994,53406,51411,1994
-1,652000,36211,34236,1975,53466,51491,1975
-1,653000,36130,34210,1921,53372,51451,1921
-1,654000,36218,34357,1862,53512,51651,1862
-1,655000,36377,34405,1972,53703,51731,1972
-1,656000,36406,34453,1953,53764,51811,1953
-1,657000,36516,34573,1944,53954,52011,1944
-1,658000,36464,34549,1915,53886,51971,1915
-1,659000,36378,34688,1689,53860,52171,1689
-1,660000,36206,34772,1433,53684,52251,1433
-1,661000,36262,34830,1433,53764,52331,1433
-1,662000,36656,35143,1513,54284,52771,1513
-1,663000,35509,34876,633,53004,52371,633
-1,664000,36400,34927,1473,53924,52451,1473
-1,665000,36491,34978,1513,54044,52531,1513
-1,666000,36462,35029,1433,54044,52611,1433
-1,667000,36673,35080,1593,54284,52691,1593
-1,668000,36310,35077,1233,53884,52651,1233
-1,669000,36585,35192,1393,54244,52851,1393
-1,670000,37151,35238,1913,54844,52931,1913
-1,671000,36408,35215,1193,54084,52891,1193
-1,672000,36483,35330,1153,54244,53091,1153
-1,673000,36729,35376,1353,54524,53171,1353
-1,674000,37433,35440,1993,55244,53251,1993
-1,675000,36833,35480,1353,54684,53331,1353
-1,676000,36894,35541,1353,54764,53411,1353
-1,677000,37038,35524,1513,54884,53371,1513
-1,678000,37120,35607,1513,55084,53571,1513
-1,679000,37153,35640,1513,55164,53651,1513
-1,680000,37316,35722,1593,55444,53851,1593
-1,681000,37299,35706,1593,55404,53811,1593
-1,682000,37252,35739,1513,55404,53891,1513
-1,683000,37423,35790,1633,55604,53971,1633
-1,684000,37259,35826,1433,55484,54051,1433
-1,685000,37518,35885,1633,55764,54131,1633
-1,686000,37429,35916,1513,55724,54211,1513
-1,687000,37420,35987,1433,55724,54291,1433
-1,688000,37619,36026,1593,55964,54371,1593
-1,689000,37673,36080,1593,56044,54451,1593
-1,690000,37795,36122,1673,56204,54531,1673
-1,691000,37772,36179,1593,56204,54611,1593
-1,692000,37870,36317,1553,56364,54811,1553
-1,693000,37993,36400,1593,56484,54891,1593
-1,694000,38146,36314,1833,56564,54731,1833
-1,695000,38190,36437,1753,56684,54931,1753
-1,696000,37808,36415,1393,56284,54891,1393
-1,697000,38118,36525,1593,56684,55091,1593
-1,698000,38256,36503,1753,56804,55051,1753
-1,699000,39086,36613,2473,57724,55251,2473
-1,700000,38410,36657,1753,57084,55331,1753
-1,701000,38514,36481,2033,57044,55011,2033
-1,702000,38870,36837,2033,57644,55611,2033
-1,703000,38708,36756,1953,57404,55451,1953
-1,704000,38888,36848,2040,57692,55651,2040
-1,705000,38870,36952,1918,57769,55851,1918
-1,706000,38792,36954,1838,57649,55811,1838
-1,707000,38865,36987,1878,57769,55891,1878
-1,708000,38938,37020,1918,57889,55971,1918
-1,709000,39131,37053,2078,58129,56051,2078
-1,710000,38820,37062,1758,57889,56131,1758
-1,711000,39431,37087,2344,58555,56211,2344
-1,712000,39380,37150,2230,58641,56411,2230
-1,713000,39517,37287,2230,59081,56851,2230
-1,714000,39256,37178,2078,58529,56451,2078
-1,715000,39273,37195,2078,58609,56531,2078
-1,716000,39210,37212,1998,58609,56611,1998
-1,717000,39227,37229,1998,58689,56691,1998
-1,718000,39030,37272,1758,58649,56891,1758
-1,719000,39341,37263,2078,58929,56851,2078
-1,720000,39278,37280,1998,58929,56931,1998
-1,721000,39470,37272,2198,59089,56891,2198
-1,722000,39632,37314,2318,59409,57091,2318
-1,723000,39489,37331,2158,59329,57171,2158
-1,724000,39560,37322,2238,59369,57131,2238
-1,725000,40243,37365,2878,60209,57331,2878
-1,726000,39540,37382,2158,59569,57411,2158
-1,727000,39464,37226,2238,59009,56771,2238
-1,728000,39604,37446,2158,59729,57571,2158
-1,729000,39626,37468,2158,59809,57651,2158
-1,730000,39808,37490,2318,60049,57731,2318
-1,731000,39415,37537,1878,59689,57811,1878
-1,732000,39601,37564,2037,59928,57891,2037
-1,733000,40407,37591,2816,60787,57971,2816
-1,734000,39828,37456,2372,59943,57571,2372
-1,735000,40017,37645,2372,60503,58131,2372
-1,736000,39882,37510,2372,60103,57731,2372
-1,737000,40071,37699,2372,60663,58291,2372
-1,738000,40201,37755,2446,60817,58371,2446
-1,739000,40134,37762,2372,60703,58331,2372
-1,740000,40876,37912,2964,61615,58651,2964
-1,741000,40282,37910,2372,60983,58611,2372
-1,742000,40307,37935,2372,61063,58691,2372
-1,743000,40480,37960,2520,61291,58771,2520
-1,744000,40563,37985,2578,61429,58851,2578
-1,745000,40358,38010,2348,61279,58931,2348
-1,746000,40313,38035,2278,61289,59011,2278
-1,747000,40290,38060,2230,61321,59091,2230
-1,748000,40315,38085,2230,61401,59171,2230
-1,749000,40359,38110,2249,61500,59251,2249
-1,750000,40315,38085,2230,61401,59171,2230
-1,751000,40384,38122,2261,61552,59291,2261
-1,752000,40453,38185,2268,61759,59491,2268
-1,753000,40541,38248,2294,61984,59691,2294
-1,754000,40448,38185,2263,61754,59491,2263
-1,755000,39947,38260,1687,61418,59731,1687
-1,756000,40053,38160,1893,61304,59411,1893
-1,757000,40286,38393,1893,61904,60011,1893
-1,758000,39998,38185,1813,61304,59491,1813
-1,759000,40322,38509,1813,61984,60171,1813
-1,760000,40322,38429,1893,61904,60011,1893
-1,761000,40182,38289,1893,61624,59731,1893
-1,762000,40852,38879,1973,62744,60771,1973
-1,763000,40721,38668,2053,62424,60371,2053
-1,764000,40828,38536,2293,62464,60171,2293
-1,765000,41066,38854,2213,62864,60651,2213
-1,766000,41118,39066,2053,63024,60971,2053
-1,767000,41741,38888,2853,63544,60691,2853
-1,768000,41390,38937,2453,63224,60771,2453
-1,769000,41592,39060,2533,63504,60971,2533
-1,770000,41648,39035,2613,63544,60931,2613
-1,771000,41650,39158,2493,63624,61131,2493
-1,772000,41506,38893,2613,63224,60611,2613
-1,773000,41549,38936,2613,63304,60691,2613
-1,774000,41882,39269,2613,63864,61251,2613
-1,775000,41376,39244,2133,63344,61211,2133
-1,776000,42071,39458,2613,64144,61531,2613
-1,777000,41989,39502,2487,64098,61611,2487
-1,778000,42119,39480,2639,64210,61571,2639
-1,779000,41995,39458,2537,64068,61531,2537
-1,780000,42397,39940,2457,64908,62451,2457
-1,781000,42077,39620,2457,64268,61811,2457
-1,782000,41916,39459,2457,63868,61411,2457
-1,783000,42231,39774,2457,64428,61971,2457
-1,784000,42418,39819,2599,64650,62051,2599
-1,785000,42440,39864,2576,64706,62131,2576
-1,786000,42445,39909,2536,64747,62211,2536
-1,787000,42681,40224,2457,65228,62771,2457
-1,788000,42468,40011,2457,64828,62371,2457
-1,789000,42273,39816,2457,64428,61971,2457
-1,790000,42368,40148,2220,64871,62651,2220
-1,791000,42427,40128,2299,64910,62611,2299
-1,793000,42377,40236,2141,64912,62771,2141
-1,794000,42094,40348,1746,64717,62971,1746
-1,795000,42669,40326,2343,65274,62931,2343
-1,796000,42526,40371,2155,65166,63011,2155
-1,797000,42528,40447,2081,65172,63091,2081
-1,798000,42376,40480,1896,65067,63171,1896
-1,799000,43403,40537,2866,66117,63251,2866
-1,800000,42559,40562,1997,65328,63331,1997
-1,801000,42662,40587,2075,65486,63411,2075
-1,802000,42367,40612,1755,65246,63491,1755
-1,803000,42772,40857,1915,65966,64051,1915
-1,804000,42014,40660,1355,64886,63531,1355
-1,805000,42818,40862,1955,66046,64091,1955
-1,806000,42762,40767,1995,65806,63811,1995
-1,807000,42827,40832,1995,66006,64011,1995
-1,808000,42866,40831,2035,66006,63971,2035
-1,809000,42806,40851,1955,66006,64051,1955
-1,810000,42906,40751,2155,65806,63651,2155
-1,811000,43026,40911,2115,66326,64211,2115
-1,812000,43051,40936,2115,66406,64291,2115
-1,813000,43156,41001,2155,66526,64371,2155
-1,814000,43209,41054,2155,66606,64451,2155
-1,815000,43830,41036,2795,67206,64411,2795
-1,816000,43372,41137,2235,66846,64611,2235
-1,817000,42926,41171,1755,66446,64691,1755
-1,818000,43280,41205,2075,66846,64771,2075
-1,819000,43370,41215,2155,67006,64851,2155
-1,820000,42791,41276,1515,66446,64931,1515
-1,821000,43294,41260,2035,66926,64891,2035
-1,822000,43497,41342,2155,67246,65091,2155
-1,823000,43465,41390,2075,67246,65171,2075
-1,824000,43327,41412,1915,67046,65131,1915
-1,825000,43347,41432,1915,67126,65211,1915
-1,826000,43361,41526,1835,67246,65411,1835
-1,827000,43451,41536,1915,67526,65611,1915
-1,828000,43378,41543,1835,67406,65571,1835
-1,829000,43317,41562,1755,66926,65171,1755
-1,830000,43324,41569,1755,67486,65731,1755
-1,831000,43261,41506,1755,68046,66291,1755
-1,832000,43392,41557,1835,67726,65891,1835
-1,833000,43482,41527,1955,68046,66091,1955
-1,834000,43623,41548,2075,68126,66051,2075
-1,835000,43424,41429,1995,68606,66611,1995
-1,836000,43644,41488,2155,68486,66331,2155
-1,837000,43592,41517,2075,68366,66291,2075
-1,838000,43158,41524,1635,67886,66251,1635
-1,839000,43406,41491,1915,68366,66451,1915
-1,840000,43473,41478,1995,68526,66531,1995
-1,841000,43700,41465,2235,68846,66611,2235
-1,842000,43527,41452,2075,68766,66691,2075
-1,843000,43394,41439,1955,68726,66771,1955
-1,844000,43680,41446,2235,68966,66731,2235
-1,845000,43682,41447,2235,69166,66931,2235
-1,846000,43702,41467,2235,69246,67011,2235
-1,847000,43792,41459,2333,69424,67091,2333
-1,848000,44240,41439,2801,70092,67291,2801
-1,849000,42996,41443,1553,68804,67251,1553
-1,850000,43768,41435,2333,69664,67331,2333
-1,851000,43682,41427,2255,69666,67411,2255
-1,852000,43626,41371,2255,70226,67971,2255
-1,853000,43615,41399,2216,69907,67691,2216
-1,854000,43670,41415,2255,69786,67531,2255
-1,855000,43646,41395,2251,69982,67731,2251
-1,856000,43598,41387,2211,70022,67811,2211
-1,857000,43790,41379,2411,70302,67891,2411
-1,858000,43782,41371,2411,70382,67971,2411
-1,859000,43602,41351,2251,70422,68171,2251
-1,860000,43686,41355,2331,70462,68131,2331
-1,861000,43793,41382,2411,70302,67891,2411
-1,862000,43868,41377,2491,70782,68291,2491
-1,863000,43867,41376,2491,70862,68371,2491
-1,864000,43866,41375,2491,71062,68571,2491
-1,865000,43808,41397,2411,70822,68411,2411
-1,866000,43728,41397,2331,70942,68611,2331
-1,867000,43688,41397,2291,70862,68571,2291
-1,868000,43928,41397,2531,71302,68771,2531
-1,869000,44528,41397,3131,71982,68851,3131
-1,870000,44040,41397,2643,71694,69051,2643
-1,871000,43523,41397,2126,71137,69011,2126
-1,872000,43961,41397,2564,71655,69091,2564
-1,873000,44574,41397,3177,72348,69171,3177
-1,874000,44126,41397,2728,71980,69251,2728
-1,875000,43859,41441,2418,71869,69451,2418
-1,876000,43943,41449,2494,72025,69531,2494
-1,877000,44063,41445,2618,72109,69491,2618
-1,878000,44108,41453,2655,72226,69571,2655
-1,879000,44075,41449,2626,72157,69531,2626
-1,880000,44153,41469,2684,72415,69731,2684
-1,881000,44103,41477,2626,72437,69811,2626
-1,882000,44169,41485,2684,72575,69891,2684
-1,883000,44128,41493,2635,72606,69971,2635
-1,884000,44173,41489,2684,72615,69931,2684
-1,885000,44095,41509,2586,72717,70131,2586
-1,886000,44514,41517,2997,73208,70211,2997
-1,887000,44364,41561,2802,73454,70651,2802
-1,888000,43856,41541,2314,72686,70371,2314
-1,889000,44140,41545,2594,73046,70451,2594
-1,890000,44274,41561,2712,73244,70531,2712
-1,891000,44192,41568,2624,73235,70611,2624
-1,892000,44287,41604,2683,73374,70691,2683
-1,893000,44357,41615,2742,73513,70771,2742
-1,894000,44394,41592,2801,73772,70971,2801
-1,895000,44285,41597,2688,73619,70931,2688
-1,896000,44222,41588,2634,73645,71011,2634
-1,897000,44172,41592,2580,73551,70971,2580
-1,898000,44204,41570,2634,73805,71171,2634
-1,899000,44200,41600,2601,73972,71371,2601
-1,900000,44015,41600,2415,73746,71331,2415
-1,901000,44202,41617,2585,74116,71531,2585
-1,902000,44221,41660,2561,74052,71491,2561
-1,903000,44228,41630,2598,73689,71091,2598
-1,904000,44297,41699,2598,74609,72011,2598
-1,905000,44304,41688,2616,74348,71731,2616
-1,906000,44435,41689,2746,74557,71811,2746
-1,907000,44344,41711,2633,74524,71891,2633
-1,908000,44418,41741,2677,74168,71491,2677
-1,909000,44288,41699,2589,74640,72051,2589
-1,910000,44436,41693,2743,74874,72131,2743
-1,911000,44295,41696,2599,74690,72091,2599
-1,912000,44152,41663,2489,75020,72531,2489
-1,913000,44252,41675,2577,74948,72371,2577
-1,914000,44233,41678,2555,74886,72331,2555
-1,915000,44330,41687,2643,75174,72531,2643
-1,916000,44327,41708,2619,75230,72611,2619
-1,917000,44390,41690,2700,75511,72811,2700
-1,918000,44313,41694,2619,75390,72771,2619
-1,919000,44357,41711,2646,75497,72851,2646
-1,920000,44311,41696,2615,75546,72931,2615
-1,921000,44214,41658,2555,75686,73131,2555
-1,922000,44281,41666,2615,75706,73091,2615
-1,923000,43794,41659,2135,75306,73171,2135
-1,924000,44207,41640,2567,75818,73251,2567
-1,925000,44299,41651,2648,75979,73331,2648
-1,926000,44247,41638,2609,76020,73411,2609
-1,927000,44195,41625,2570,76061,73491,2570
-1,928000,44161,41618,2543,76114,73571,2543
-1,929000,44215,41602,2613,76264,73651,2613
-1,930000,44260,41647,2613,76344,73731,2613
-1,931000,44516,41654,2861,76552,73691,2861
-1,932000,44292,41617,2675,76566,73891,2675
-1,933000,44339,41602,2737,76708,73971,2737
-1,934000,44385,41617,2768,76819,74051,2768
-1,935000,44279,41654,2625,76276,73651,2625
-1,936000,44221,41652,2569,76380,73811,2569
-1,937000,44338,41713,2625,76916,74291,2625
-1,938000,44418,41727,2691,77062,74371,2691
-1,939000,44457,41720,2737,77068,74331,2737
-1,940000,44729,41776,2953,77604,74651,2953
-1,941000,44170,41769,2401,77012,74611,2401
-1,942000,44584,41783,2801,77492,74691,2801
-1,943000,44584,41809,2775,77546,74771,2775
-1,944000,44611,41826,2785,77636,74851,2785
-1,945000,44547,41690,2857,77068,74211,2857
-1,946000,44787,41882,2905,77916,75011,2905
-1,947000,44793,41888,2905,77996,75091,2905
-1,948000,44875,41894,2981,78152,75171,2981
-1,949000,44916,41915,3001,78252,75251,3001
-1,950000,44476,41914,2561,77772,75211,2561
-1,951000,44903,41917,2986,78397,75411,2986
-1,952000,44869,41918,2951,78442,75491,2951
-1,953000,44844,41920,2924,78614,75691,2924
-1,954000,44896,41926,2970,79101,76131,2970
-1,955000,44844,41922,2922,78773,75851,2922
-1,956000,44904,41946,2958,78769,75811,2958
-1,957000,44965,41995,2970,79341,76371,2970
-1,958000,44883,41913,2970,78461,75491,2970
-1,959000,44994,42015,2978,79150,76171,2978
-1,960000,44953,42015,2938,79069,76131,2938
-1,961000,45008,42024,2983,79074,76091,2983
-1,962000,45054,42057,2996,79288,76291,2996
-1,963000,45083,42070,3013,79384,76371,3013
-1,964000,45084,42104,2980,79431,76451,2980
-1,965000,45136,42145,2991,79642,76651,2991
-1,966000,45163,42200,2963,80054,77091,2963
-1,967000,45129,42150,2979,79670,76691,2979
-1,968000,45148,42169,2979,79750,76771,2979
-1,969000,45155,42176,2979,79830,76851,2979
-1,970000,45127,42148,2979,79510,76531,2979
-1,971000,45238,42258,2979,80110,77131,2979
-1,972000,45232,42253,2979,80070,77091,2979
-1,973000,45243,42264,2979,80150,77171,2979
-1,974000,45262,42275,2987,80238,77251,2987
-1,975000,45217,42220,2997,79848,76851,2997
-1,976000,45312,42314,2999,80530,77531,2999
-1,977000,45293,42308,2985,80476,77491,2985
-1,978000,45345,42344,3001,80572,77571,3001
-1,979000,45359,42372,2987,80638,77651,2987
-1,980000,45382,42402,2980,80831,77851,2980
-1,981000,45401,42414,2987,80918,77931,2987
-1,982000,45354,42423,2931,80822,77891,2931
-1,983000,45397,42438,2959,80930,77971,2959
-1,984000,45440,42453,2987,81038,78051,2987
-1,985000,45324,42370,2953,80564,77611,2953
-1,986000,45472,42503,2969,81180,78211,2969
-1,987000,45475,42522,2953,81244,78291,2953
-1,988000,45522,42512,3009,81260,78251,3009
-1,989000,45592,42591,3001,81572,78571,3001
-1,990000,45577,42584,2993,81524,78531,2993
-1,991000,45439,42598,2841,81452,78611,2841
-1,992000,45470,42580,2889,81460,78571,2889
-1,993000,45615,42598,3017,81788,78771,3017
-1,994000,45639,42605,3034,81885,78851,3034
-1,995000,45634,42612,3022,81953,78931,3022
-1,996000,45670,42633,3037,82062,79025,3037
-1,997000,45688,42654,3034,82044,79010,3034
-1,998000,45694,42669,3025,82232,79207,3025
-1,999000,45693,42666,3027,82194,79168,3027
-1,999900,45705,42678,3027,82352,79326,3027
0,0,0,0,0,0,0,0
0,1000,-647,-675,28,-647,-675,28
0,2000,-531,-555,24,-531,-555,24
0,3000,-459,-475,16,-459,-475,16
0,4000,-383,-395,12,-383,-395,12
0,5000,-171,-195,24,-171,-195,24
0,6000,-339,-355,16,-339,-355,16
0,7000,-255,-275,20,-255,-275,20
0,8000,-598,-635,37,-598,-635,37
0,9000,39,5,34,39,5,34
0,10000,153,85,68,153,85,68
0,11000,216,165,50,216,165,50
0,12000,313,245,68,313,245,68
0,13000,400,325,75,400,325,75
0,14000,600,525,75,600,525,75
0,15000,532,485,47,532,485,47
0,16000,646,565,81,646,565,81
0,17000,166,85,81,166,85,81
0,18000,926,845,81,926,845,81
0,19000,880,805,75,880,805,75
0,20000,858,765,93,858,765,93
0,21000,1058,965,93,1058,965,93
0,22000,1146,1045,101,1146,1045,101
0,23000,1218,1125,93,1218,1125,93
0,24000,1418,1325,93,1418,1325,93
0,25000,1415,1285,130,1415,1285,130
0,26000,1375,1245,130,1375,1245,130
0,27000,1701,1565,136,1701,1565,136
0,28000,1613,1405,208,1613,1405,208
0,29000,1766,1605,161,1766,1605,161
0,30000,1604,1485,119,1604,1485,119
0,31000,1905,1765,140,1905,1765,140
0,32000,1844,1725,119,1844,1725,119
0,33000,2322,1925,397,2322,1925,397
0,34000,2195,2005,190,2195,2005,190
0,36000,2332,2165,167,2332,2165,167
0,37000,2389,2245,144,2389,2245,144
0,38000,2508,2325,183,2508,2325,183
0,39000,2036,1845,190,2036,1845,190
0,40000,2653,2485,168,2653,2485,168
0,41000,2748,2565,183,2748,2565,183
0,42000,2628,2445,183,2628,2445,183
0,43000,2428,2285,143,2428,2285,143
0,44000,2988,2805,183,2988,2805,183
0,45000,3258,3005,253,3258,3005,253
0,46000,3158,2965,193,3158,2965,193
0,47000,3211,3045,166,3211,3045,166
0,48000,3305,3125,180,3305,3125,180
0,49000,3392,3205,187,3392,3205,187
0,50000,3472,3285,187,3472,3285,187
0,51000,3534,3365,170,3534,3365,170
0,52000,4192,4005,187,4192,4005,187
0,53000,3578,3405,173,3578,3405,173
0,54000,3914,3725,189,3914,3725,189
0,55000,3859,3685,174,3859,3685,174
0,56000,3939,3765,174,3939,3765,174
0,57000,4034,3845,189,4034,3845,189
0,58000,4061,3925,136,4061,3925,136
0,59000,4701,4565,136,4701,4565,136
0,60000,4218,4085,133,4218,4085,133
0,61000,4399,4165,234,4399,4165,234
0,62000,4359,4125,234,4359,4125,234
0,63000,4504,4325,178,4504,4325,178
0,64000,4658,4405,252,4658,4405,252
0,65000,4802,4605,197,4802,4605,197
0,66000,4943,4685,258,4943,4685,258
0,67000,4948,4645,303,4948,4645,303
0,68000,4423,4165,258,4423,4165,258
0,69000,5060,4805,255,5060,4805,255
0,70000,4724,4445,279,4724,4445,279
0,71000,5828,5525,303,5828,5525,303
0,72000,5396,5045,351,5396,5045,351
0,73000,5452,5005,447,5452,5005,447
0,74000,5421,5205,216,5421,5205,216
0,75000,5996,5405,591,5996,5405,591
0,76000,6046,5525,521,6046,5525,521
0,77000,6141,5565,576,6141,5565,576
0,78000,6221,5645,576,6221,5645,576
0,79000,6376,5605,771,6376,5605,771
0,80000,6251,5685,566,6251,5685,566
0,81000,6271,5765,506,6271,5765,506
0,82000,6231,5845,386,6231,5845,386
0,83000,6251,5925,326,6251,5925,326
0,84000,6091,5885,206,6091,5885,206
0,85000,6471,6205,266,6471,6205,266
0,86000,6379,6165,214,6379,6165,214
0,87000,6595,6245,350,6595,6245,350
0,88000,6691,6205,486,6691,6205,486
0,89000,6765,6405,360,6765,6405,360
0,90000,7169,6485,684,7169,6485,684
0,91000,7141,6565,576,7141,6565,576
0,92000,6912,6645,267,6912,6645,267
0,93000,7604,6725,879,7604,6725,879
0,94000,7441,6805,636,7441,6805,636
0,95000,7480,6885,595,7480,6885,595
0,96000,6980,6405,574,6980,6405,574
0,97000,7517,7045,472,7517,7045,472
0,98000,7691,7125,566,7691,7125,566
0,99000,7733,7085,648,7733,7085,648
0,100000,7813,7165,648,7813,7165,648
0,101000,8091,7365,726,8091,7365,726
0,102000,8171,7445,726,8171,7445,726
0,103000,8167,7525,642,8167,7525,642
0,104000,8229,7605,624,8229,7605,624
0,105000,8336,7685,651,8336,7685,651
0,106000,8443,7765,678,8443,7765,678
0,107000,8496,7845,651,8496,7845,651
0,108000,9136,8485,651,9136,8485,651
0,109000,8803,8125,678,8803,8125,678
0,110000,8763,8085,678,8763,8085,678
0,111000,8816,8165,651,8816,8165,651
0,112000,8896,8245,651,8896,8245,651
0,113000,8962,8325,638,8962,8325,638
0,114000,9083,8405,678,9083,8405,678
0,115000,9096,8485,610,9096,8485,610
0,116000,9216,8565,651,9216,8565,651
0,117000,9323,8645,678,9323,8645,678
0,118000,9424,8725,699,9424,8725,699
0,119000,9480,8805,675,9480,8805,675
0,120000,9440,8885,555,9440,8885,555
0,121000,9664,8965,699,9664,8965,699
0,122000,8920,8245,676,8920,8245,676
0,123000,9791,9125,666,9791,9125,666
0,124000,9890,9205,685,9890,9205,685
0,125000,9770,9085,685,9770,9085,685
0,126000,10189,9485,704,10189,9485,704
0,127000,9987,9325,662,9987,9325,662
0,128000,10211,9525,686,10211,9525,686
0,129000,10603,9725,878,10603,9725,878
0,130000,9781,9125,656,9781,9125,656
0,131000,10221,9565,656,10221,9565,656
0,132000,10508,9845,664,10508,9845,664
0,133000,10966,10325,641,10966,10325,641
0,134000,10646,10005,641,10646,10005,641
0,135000,10756,10085,671,10756,10085,671
0,136000,10856,10165,691,10856,10165,691
0,137000,10936,10245,691,10936,10245,691
0,138000,11026,10325,701,11026,10325,701
0,139000,11216,10525,691,11216,10525,691
0,140000,11376,10485,891,11376,10485,891
0,141000,11256,10565,691,11256,10565,691
0,142000,11476,10765,711,11476,10765,711
0,143000,11466,10725,741,11466,10725,741
0,144000,11411,10685,726,11411,10685,726
0,145000,11466,10765,701,11466,10765,701
0,146000,11534,10845,688,11534,10845,688
0,147000,11796,11045,751,11796,11045,751
0,148000,11921,11245,676,11921,11245,676
0,149000,12454,11765,688,12454,11765,688
0,150000,12118,11405,713,12118,11405,713
0,151000,11958,11245,713,11958,11245,713
0,152000,12069,11325,744,12069,11325,744
0,153000,12844,12085,760,12844,12085,760
0,154000,12372,11605,767,12372,11605,767
0,155000,12452,11685,767,12452,11685,767
0,156000,12679,11885,794,12679,11885,794
0,157000,12747,11845,902,12747,11845,902
0,158000,12704,12045,659,12704,12045,659
0,159000,12706,11885,821,12706,11885,821
0,160000,12879,12085,794,12879,12085,794
0,161000,13013,12165,848,13013,12165,848
0,162000,13012,12245,767,13012,12245,767
0,163000,13049,12325,724,13049,12325,724
0,164000,13162,12405,757,13162,12405,757
0,165000,13308,12485,823,13308,12485,823
0,166000,13276,12445,831,13276,12445,831
0,167000,13454,12645,809,13454,12645,809
0,168000,13548,12725,823,13548,12725,823
0,169000,13614,12805,809,13614,12805,809
0,170000,13696,12885,811,13696,12885,811
0,171000,13782,12965,817,13782,12965,817
0,172000,13856,13045,811,13856,13045,811
0,173000,13954,13125,829,13954,13125,829
0,174000,14542,13725,817,14542,13725,817
0,175000,14487,13685,802,14487,13685,802
0,176000,14727,13925,802,14727,13925,802
0,177000,14367,13565,802,14367,13565,802
0,178000,14327,13525,802,14327,13525,802
0,179000,14407,13605,802,14407,13605,802
0,180000,14475,13685,790,14475,13685,790
0,181000,14352,13765,587,14352,13765,587
0,182000,13851,13285,566,13851,13285,566
0,183000,14653,14045,608,14653,14045,608
0,184000,15236,14565,671,15236,14565,671
0,185000,15039,14085,954,15039,14085,954
0,186000,14719,14165,554,14719,14165,554
0,187000,14799,14245,554,14799,14245,554
0,188000,14803,14205,598,14803,14205,598
0,189000,14496,13845,651,14496,13845,651
0,190000,15336,14605,730,15336,14605,730
0,191000,15163,14565,598,15163,14565,598
0,192000,15296,14645,651,15296,14645,651
0,193000,15309,14605,704,15309,14605,704
0,194000,15254,14685,569,15254,14685,569
0,195000,15574,15005,569,15574,15005,569
0,196000,15589,14965,624,15589,14965,624
0,197000,15544,14925,619,15544,14925,619
0,198000,16329,15245,1084,16329,15245,1084
0,199000,15199,15085,114,15199,15085,114
0,200000,15927,15285,642,15927,15285,642
0,201000,16193,15485,708,16193,15485,708
0,202000,16153,15445,708,16153,15445,708
0,203000,15979,15205,774,15979,15205,774
0,204000,16445,15605,840,16445,15605,840
0,205000,16624,15685,939,16624,15685,939
0,206000,17191,16285,906,17191,16285,906
0,207000,16772,15845,927,16772,15845,927
0,208000,16858,15805,1053,16858,15805,1053
0,209000,16995,16005,990,16995,16005,990
0,210000,17398,16205,1193,17398,16205,1193
0,211000,17271,16165,1106,17271,16165,1106
0,212000,17351,16245,1106,17351,16245,1106
0,213000,16933,15765,1168,16933,15765,1168
0,214000,17923,16405,1518,17923,16405,1518
